Index,DEPTH(ft),WOB(klbf),TORQUE(kft.lbf),SPP(psi),RPM(1/min),ROP(ft/h),"Fow Rate, gpm ","UCS, psi"
761,5590,15.911,7.351,2326.271,137.672,49.572,716.081,3836.386
762,5590.5,15.984,7.366,2321.353,137.729,49.307,715.197,3800.905
763,5592.5,16.231,7.415,2303.502,137.913,48.37,711.957,3729.859
764,5593,16.283,7.425,2299.495,137.947,48.166,711.222,3720.524
765,5595.5,16.453,7.461,2282.229,138.046,47.306,707.982,3587.348
766,5597,16.46,7.465,2274.147,138.074,46.926,706.385,3502.025
767,5598,16.44,7.463,2269.78,138.094,46.726,705.474,3466.63
768,5600.5,16.373,7.454,2262.262,138.145,46.362,703.761,3376.008
769,5601,16.355,7.452,2261.264,138.142,46.32,703.512,3355.671
770,5601.5,16.334,7.45,2260.432,138.13,46.292,703.291,3332.785
771,5602,16.31,7.447,2259.789,138.1,46.278,703.097,3308.288
772,5602.5,16.283,7.444,2259.334,138.056,46.275,702.93,3285.986
773,5603,16.252,7.439,2259.074,138.011,46.264,702.79,3267.042
774,5603.5,16.213,7.433,2258.987,137.966,46.245,702.682,3249.966
775,5605,16.061,7.41,2258.778,137.84,46.184,702.542,3193.99
776,5605.5,15.999,7.399,2258.724,137.804,46.18,702.527,3184.347
777,5607,15.798,7.367,2258.573,137.747,46.224,702.497,3177.345
778,5608,15.671,7.347,2258.458,137.768,46.285,702.485,3171.39
779,5608.5,15.616,7.338,2258.396,137.783,46.315,702.481,3163.594
780,5610.5,15.447,7.316,2258.207,137.847,46.459,702.462,3133.328
781,5611,15.417,7.312,2258.19,137.861,46.494,702.458,3135.295
782,5611.5,15.389,7.309,2258.193,137.873,46.528,702.455,3142.392
783,5612,15.36,7.306,2258.214,137.882,46.563,702.453,3151.75
784,5615,15.159,7.285,2258.643,137.836,46.787,702.479,3195.818
785,5617.5,14.983,7.265,2259.307,137.709,46.96,702.544,3172.818
786,5618,14.945,7.26,2259.463,137.681,46.988,702.568,3168.457
787,5620.5,14.708,7.225,2259.846,137.471,47.081,702.719,3114.305
788,5621,14.65,7.215,2259.934,137.41,47.092,702.753,3103.674
789,5622,14.511,7.19,2260.121,137.282,47.104,702.826,3091.974
790,5624,14.153,7.123,2260.522,137.057,47.107,702.969,3077.602
791,5625,13.964,7.088,2260.669,136.984,47.104,703.041,3099.061
792,5626.5,13.709,7.041,2260.852,136.95,47.097,703.143,3151.317
793,5629,13.31,6.96,2261.159,137.031,47.064,703.336,3191.816
794,5630,13.118,6.919,2261.297,137.091,47.054,703.423,3198.702
795,5631,12.926,6.877,2261.431,137.156,47.05,703.5,3210.949
796,5633,12.564,6.795,2262.112,137.377,47.057,703.65,3253.541
797,5633.5,12.477,6.775,2262.302,137.459,47.061,703.689,3257.656
798,5635,12.245,6.723,2262.886,137.732,47.087,703.812,3268.995
799,5635.5,12.181,6.708,2263.076,137.822,47.1,703.856,3267.629
800,5637.5,11.982,6.658,2263.855,138.126,47.168,704.049,3264.52
801,5638,11.929,6.645,2264.058,138.178,47.185,704.1,3265.886
802,5641,11.462,6.527,2265.305,138.356,47.296,704.414,3305.785
803,5641.5,11.367,6.503,2265.5,138.379,47.319,704.464,3311.154
804,5642,11.273,6.478,2265.69,138.401,47.34,704.513,3321.798
805,5644,10.925,6.384,2266.435,138.526,47.423,704.707,3425.154
806,5644.5,10.856,6.364,2266.621,138.57,47.441,704.755,3460.139
807,5645,10.798,6.346,2266.807,138.613,47.455,704.803,3498.068
808,5648.5,10.485,6.232,2268.076,138.9,47.421,705.136,3760.701
809,5650.5,10.207,6.147,2268.822,138.979,47.401,705.339,3843.968
810,5651,10.121,6.122,2269.017,138.999,47.385,705.392,3859.071
811,5653,9.761,6.022,2269.84,139.108,47.242,705.602,3848.007
812,5657.5,8.903,5.794,2271.873,139.339,46.928,705.994,3839.488
813,5658.5,8.642,5.733,2272.415,139.341,46.866,706.041,3793.352
814,5659.5,8.369,5.67,2272.943,139.324,46.834,706.079,3758.713
815,5660,8.238,5.64,2273.199,139.309,46.824,706.097,3756.006
816,5660.5,8.111,5.612,2273.45,139.289,46.813,706.114,3763.114
817,5664.5,7.288,5.432,2275.292,139.13,46.66,706.169,3920.319
818,5665,7.2,5.412,2275.456,139.091,46.658,706.162,3934.911
819,5666,7.025,5.373,2275.719,139.003,46.673,706.139,3950.818
820,5667.5,6.752,5.317,2276.008,138.878,46.69,706.081,3960.41
821,5668,6.666,5.301,2276.087,138.836,46.703,706.054,3962.492
822,5670.5,6.306,5.244,2275.831,138.637,46.814,705.886,3900.203
823,5671,6.241,5.234,2275.702,138.59,46.843,705.852,3873.639
824,5672.5,6.042,5.203,2275.215,138.405,46.937,705.742,3792.206
825,5674,5.834,5.169,2274.57,138.193,47.041,705.603,3713.595
826,5675,5.689,5.145,2274.054,138.043,47.116,705.497,3692.54
827,5676,5.539,5.119,2273.491,137.894,47.2,705.379,3696.123
828,5678.5,5.187,5.068,2271.898,137.62,47.431,705.018,3822.396
829,5679,5.128,5.063,2271.542,137.578,47.482,704.935,3837.587
830,5683.5,4.736,5.036,2267.953,137.257,47.985,704.122,3929.058
831,5685,4.563,5.019,2266.624,137.166,48.189,703.828,3909.925
832,5692,3.537,4.938,2259.215,136.936,49.292,702.277,3789.866
833,5693,3.401,4.924,2258.068,136.891,49.444,702.039,3781.158
834,5698,2.81,4.859,2252.542,136.708,49.887,700.909,3841.133
835,5699.5,2.761,4.857,2250.905,136.733,49.92,700.577,3870.749
836,5700,2.746,4.856,2250.373,136.746,49.927,700.467,3877.467
837,5703.5,2.643,4.848,2247.127,136.916,49.778,699.75,3849.305
838,5705,2.602,4.847,2245.961,137.038,49.651,699.491,3767.287
839,5705.5,2.587,4.845,2245.587,137.081,49.601,699.41,3754.531
840,5707,2.537,4.837,2244.524,137.214,49.429,699.181,3763.508
841,5707.5,2.519,4.833,2244.189,137.256,49.365,699.108,3771.12
842,5708,2.498,4.828,2243.864,137.297,49.299,699.038,3775.418
843,5708.5,2.477,4.822,2243.547,137.336,49.231,698.97,3776.25
844,5711,2.368,4.792,2242.108,137.51,48.868,698.655,3864.403
845,5712,2.324,4.781,2241.597,137.583,48.709,698.542,3980.935
846,5712.5,2.303,4.775,2241.349,137.624,48.625,698.488,4038.628
847,5713.5,2.262,4.765,2240.865,137.716,48.448,698.387,4160.087
848,5715,2.207,4.751,2240.16,137.867,48.161,698.244,4380.146
849,5716,2.171,4.741,2239.742,137.959,47.96,698.152,4481.252
850,5717.5,2.117,4.722,2239.194,138.067,47.654,698.028,4516.287
851,5719,2.063,4.7,2238.719,138.153,47.365,697.925,4490.568
852,5720,2.031,4.687,2238.436,138.212,47.177,697.865,4472.275
853,5727,1.944,4.623,2237.094,138.674,45.904,697.588,4388.119
854,5727.5,1.944,4.618,2237.043,138.694,45.823,697.577,4386.9
855,5728,1.944,4.613,2237.007,138.711,45.74,697.569,4387.817
856,5729,1.946,4.603,2236.981,138.732,45.571,697.558,4400.183
857,5730.5,1.958,4.592,2237.019,138.742,45.31,697.559,4410.024
858,5731.5,1.971,4.587,2237.075,138.743,45.135,697.567,4394.143
859,5733,2.001,4.586,2237.221,138.749,44.877,697.583,4356.751
860,5733.5,2.014,4.587,2237.292,138.754,44.799,697.589,4340.951
861,5734.5,2.046,4.592,2237.49,138.767,44.658,697.609,4303.41
862,5735,2.065,4.596,2237.617,138.776,44.597,697.624,4280.16
863,5735.5,2.087,4.6,2237.763,138.785,44.547,697.644,4257.27
864,5736.5,2.134,4.61,2238.12,138.807,44.479,697.697,4216.251
865,5738,2.205,4.628,2238.826,138.845,44.432,697.791,4126.923
866,5738.5,2.229,4.634,2239.078,138.861,44.424,697.825,4084.96
867,5739,2.252,4.641,2239.334,138.88,44.418,697.859,4042.375
868,5739.5,2.275,4.648,2239.593,138.9,44.416,697.894,4000.662
869,5740.5,2.323,4.662,2240.12,138.944,44.419,697.965,3896.384
870,5743.5,2.479,4.712,2241.77,139.087,44.49,698.185,3514.134
871,5745.5,2.591,4.75,2242.921,139.189,44.575,698.339,3469.616
872,5746,2.62,4.759,2243.216,139.215,44.602,698.379,3479.907
873,5747,2.678,4.779,2243.813,139.267,44.659,698.459,3503.921
874,5747.5,2.707,4.789,2244.117,139.293,44.69,698.5,3515.782
875,5748,2.737,4.799,2244.424,139.319,44.722,698.542,3528.574
876,5748.5,2.766,4.809,2244.735,139.345,44.755,698.584,3540.93
877,5749,2.795,4.819,2245.049,139.372,44.79,698.626,3552.768
878,5750,2.853,4.838,2245.688,139.426,44.863,698.713,3570.499
879,5750.5,2.883,4.848,2246.012,139.454,44.901,698.757,3575.075
880,5752,2.971,4.878,2247.006,139.544,45.024,698.891,3576.889
881,5752.5,3.001,4.888,2247.344,139.575,45.067,698.937,3581.467
882,5755,3.148,4.937,2249.087,139.747,45.303,699.179,3629.008
883,5757.5,3.317,4.994,2251.078,139.94,45.705,699.484,3636.431
884,5758.5,3.379,5.013,2251.992,140.029,45.932,699.606,3639.505
885,5759,3.409,5.022,2252.414,140.084,46.101,699.666,3637.984
886,5759.5,3.438,5.031,2252.834,140.141,46.271,699.725,3635.841
887,5760,3.467,5.04,2253.252,140.196,46.441,699.784,3636.2
888,5760.5,3.495,5.048,2253.669,140.25,46.613,699.842,3641.876
889,5761,3.522,5.057,2254.083,140.31,46.784,699.899,3652.528
890,5761.5,3.549,5.065,2254.495,140.376,46.957,699.954,3669.593
891,5762,3.574,5.072,2254.903,140.444,47.13,700.007,3693.203
892,5763,3.623,5.086,2255.7,140.579,47.474,700.108,3746.713
893,5765.5,3.719,5.111,2257.594,140.9,48.333,700.346,3885.988
894,5767,3.759,5.118,2258.711,141.066,48.844,700.498,3996.593
895,5768.5,3.787,5.12,2259.859,141.211,49.361,700.64,4050.905
896,5769.5,3.805,5.122,2260.611,141.302,49.701,700.727,4023.188
897,5771.5,3.833,5.124,2261.987,141.453,50.326,700.883,3938.259
898,5772.5,3.836,5.122,2262.599,141.504,50.597,700.948,3886.783
899,5773.5,3.839,5.121,2263.127,141.542,50.835,701.004,3818.099
900,5776.5,3.831,5.112,2264.146,141.703,51.405,701.073,3684.899
901,5779.5,3.811,5.104,2264.709,141.933,51.814,701.039,3643.188
902,5780,3.808,5.103,2264.758,141.973,51.871,701.029,3638.185
903,5782,3.806,5.102,2264.862,142.157,52.076,700.974,3567.631
904,5782.5,3.807,5.102,2264.859,142.21,52.12,700.957,3547.07
905,5783.5,3.813,5.104,2264.813,142.323,52.2,700.922,3521.095
906,5786.5,3.842,5.105,2264.608,142.715,52.344,700.808,3517.53
907,5787,3.858,5.107,2264.575,142.789,52.352,700.789,3520.197
908,5788,3.906,5.113,2264.506,142.942,52.351,700.751,3501.215
909,5790,4.057,5.135,2264.385,143.23,52.274,700.677,3366.981
910,5793,4.411,5.202,2264.38,143.451,51.859,700.569,3146.002
911,5797.5,5.301,5.384,2264.447,143.312,50.262,700.355,3126.339
912,5799,5.745,5.471,2264.65,143.193,49.63,700.291,3214.375
913,5799.5,5.904,5.501,2264.74,143.147,49.422,700.272,3248.632
914,5800,6.071,5.532,2264.847,143.097,49.218,700.255,3281.588
915,5800.5,6.244,5.565,2264.974,143.043,49.019,700.24,3313.163
916,5801,6.423,5.599,2265.125,142.986,48.826,700.227,3343.514
917,5802,6.792,5.67,2265.439,142.854,48.48,700.212,3426.334
918,5802.5,6.982,5.706,2265.604,142.785,48.324,700.208,3482.797
919,5803.5,7.372,5.781,2265.937,142.669,48.045,700.204,3573.541
920,5804,7.569,5.819,2266.119,142.62,47.92,700.204,3594.84
921,5806.5,8.577,6.013,2267.105,142.434,47.331,700.182,3551.858
922,5807.5,8.963,6.09,2267.578,142.386,47.107,700.166,3520.005
923,5808,9.144,6.126,2267.848,142.37,46.998,700.157,3516.701
924,5808.5,9.317,6.16,2268.137,142.361,46.889,700.148,3517.517
925,5809,9.48,6.193,2268.444,142.36,46.783,700.14,3519.619
926,5809.5,9.635,6.223,2268.77,142.367,46.679,700.13,3518.166
927,5810.5,9.916,6.281,2269.478,142.402,46.477,700.113,3495.082
928,5811,10.045,6.308,2269.859,142.431,46.377,700.104,3476.751
929,5812,10.283,6.36,2270.673,142.489,46.179,700.088,3431.921
930,5814,10.64,6.437,2272.554,142.584,45.777,700.059,3321.098
931,5814.5,10.706,6.45,2273.083,142.599,45.675,700.051,3299.593
932,5816.5,10.887,6.482,2275.399,142.636,45.261,700.027,3316.093
933,5817,10.912,6.485,2276.007,142.644,45.155,700.025,3339.913
934,5818,10.941,6.486,2277.238,142.651,44.94,700.026,3390.888
935,5819.5,10.935,6.472,2279.112,142.609,44.628,700.036,3460.783
936,5820,10.925,6.465,2279.752,142.583,44.526,700.043,3476.415
937,5821,10.903,6.45,2281.059,142.515,44.324,700.062,3486.59
938,5821.5,10.891,6.443,2281.72,142.479,44.224,700.074,3490.871
939,5822,10.879,6.436,2282.384,142.443,44.125,700.087,3505.009
940,5823,10.853,6.421,2283.703,142.36,43.931,700.113,3556.409
941,5825.5,10.785,6.387,2287.026,142.175,43.549,700.172,3675.956
942,5827,10.715,6.36,2288.98,142.114,43.478,700.2,3743.367
943,5829.5,10.498,6.297,2292.266,142.085,43.507,700.237,3741.492
944,5830,10.441,6.282,2292.902,142.093,43.533,700.243,3703.711
945,5830.5,10.38,6.266,2293.526,142.107,43.562,700.25,3671.511
946,5831,10.315,6.248,2294.147,142.127,43.595,700.255,3648.175
947,5832,10.177,6.212,2295.379,142.183,43.669,700.265,3637.687
948,5833.5,9.938,6.151,2297.212,142.301,43.819,700.28,3682.004
949,5836,9.423,6.023,2300.258,142.477,44.193,700.313,3714.519
950,5838.5,8.711,5.867,2303.135,142.509,44.547,700.344,3778.139
951,5839,8.547,5.834,2303.704,142.49,44.582,700.348,3792.061
952,5843,7.082,5.548,2308.08,142.027,44.639,700.383,3891.704
953,5846,5.955,5.357,2310.529,141.506,44.83,700.359,3735.023
954,5846.5,5.779,5.329,2310.82,141.406,44.882,700.345,3708.976
955,5847,5.607,5.303,2311.071,141.293,44.939,700.328,3685.119
956,5850.5,4.67,5.158,2311.785,140.179,45.471,700.151,3527.208
957,5853,4.264,5.095,2311.283,139.418,46.032,699.969,3421.348
958,5853.5,4.214,5.089,2311.109,139.286,46.167,699.929,3391.052
959,5854.5,4.14,5.083,2310.741,139.052,46.452,699.845,3323.942
960,5856,4.082,5.085,2310.113,138.76,46.907,699.726,3270.83
961,5857,4.077,5.094,2309.717,138.578,47.201,699.65,3245.761
962,5858,4.098,5.109,2309.354,138.407,47.492,699.579,3238.771
963,5858.5,4.116,5.118,2309.181,138.336,47.637,699.545,3237.504
964,5860,4.189,5.147,2308.756,138.198,48.072,699.451,3227.403
965,5863.5,4.326,5.207,2307.963,138.11,48.85,699.257,3252.797
966,5866,4.389,5.248,2307.33,138.087,49.261,699.116,3289.318
967,5869.5,4.443,5.303,2306.179,138.105,49.685,698.961,3332.578
968,5870,4.446,5.31,2306.011,138.109,49.721,698.94,3338.655
969,5875,4.407,5.354,2303.876,138.226,49.818,698.744,3857.086
970,5876,4.392,5.36,2303.382,138.26,49.856,698.705,4097.355
971,5877,4.374,5.366,2302.875,138.306,49.912,698.666,4299.534
972,5879.5,4.323,5.382,2301.617,138.545,50.059,698.604,4487.046
973,5880,4.313,5.386,2301.404,138.625,50.082,698.595,4494.357
974,5881.5,4.282,5.395,2300.76,138.913,50.116,698.554,4517.643
975,5882,4.272,5.398,2300.546,139.015,50.119,698.539,4524.806
976,5882.5,4.262,5.4,2300.344,139.114,50.12,698.525,4531.016
977,5886.5,4.157,5.403,2299.581,139.827,50.043,698.533,4654.78
978,5888.5,4.083,5.4,2299.787,140.093,49.938,698.629,4710.438
979,5889,4.062,5.399,2299.901,140.159,49.899,698.66,4719.968
980,5890.5,3.998,5.396,2300.321,140.311,49.754,698.776,4746.995
981,5894.5,3.833,5.393,2302.241,140.366,49.276,699.213,4939.679
982,5895,3.81,5.392,2302.528,140.36,49.224,699.276,4953.034
983,5895.5,3.788,5.392,2302.822,140.352,49.173,699.337,4966.514
984,5896,3.765,5.391,2303.116,140.344,49.122,699.395,4979.203
985,5896.5,3.743,5.389,2303.396,140.334,49.072,699.452,4990.23
986,5897,3.721,5.388,2303.662,140.323,49.022,699.508,5004.804
987,5898,3.677,5.386,2304.177,140.299,48.926,699.616,5044.337
988,5902.5,3.503,5.357,2306.623,140.295,48.566,700.045,4774.029
989,5903,3.484,5.351,2306.931,140.304,48.538,700.089,4678.786
990,5904.5,3.429,5.33,2307.916,140.346,48.472,700.213,4484.23
991,5907,3.328,5.286,2309.33,140.44,48.486,700.373,4527.215
992,5908.5,3.271,5.255,2309.777,140.51,48.534,700.389,4587.774
993,5911,3.187,5.2,2309.787,140.691,48.641,700.317,4651.827
994,5912.5,3.144,5.167,2309.398,140.848,48.712,700.218,4667.764
995,5916.5,3.054,5.074,2306.617,141.36,48.845,699.683,4721.344
996,5918.5,3.021,5.026,2304.308,141.662,48.883,699.307,4701.538
997,5919,3.013,5.014,2303.718,141.743,48.888,699.203,4682.918
998,5919.5,3.005,5.002,2303.13,141.826,48.892,699.098,4664.238
999,5920,2.997,4.989,2302.538,141.909,48.892,698.992,4650.583
1000,5921,2.98,4.963,2301.321,142.076,48.893,698.78,4627.363
1001,5921.5,2.97,4.95,2300.698,142.16,48.894,698.673,4622.083
1002,5927,2.815,4.797,2293.217,143.061,48.853,697.387,4617.896
1003,5928,2.782,4.768,2291.735,143.222,48.831,697.134,4595.959
1004,5930,2.714,4.712,2288.597,143.551,48.779,696.613,4595.561
1005,5932,2.647,4.656,2285.207,143.866,48.723,696.068,4599.518
1006,5936.5,2.498,4.529,2276.724,144.476,48.63,694.765,4539.382
1007,5938,2.454,4.491,2273.575,144.639,48.6,694.298,4504.011
1008,5939,2.426,4.468,2271.394,144.737,48.574,693.969,4479.321
1009,5940,2.406,4.448,2269.156,144.829,48.542,693.636,4437.915
1010,5942,2.404,4.428,2265.584,144.966,48.491,693,4328.925
1011,5943,2.415,4.424,2264.501,145.009,48.462,692.705,4272.978
1012,5944,2.429,4.42,2263.965,145.025,48.432,692.432,4226.235
1013,5944.5,2.437,4.42,2263.92,145.019,48.42,692.304,4204.546
1014,5945.5,2.456,4.421,2264.314,144.977,48.4,692.068,4170.92
1015,5946,2.467,4.422,2264.754,144.945,48.393,691.963,4157.945
1016,5946.5,2.479,4.425,2265.36,144.909,48.386,691.869,4141.437
1017,5948,2.519,4.434,2268.212,144.787,48.375,691.656,4082.408
1018,5948.5,2.534,4.439,2269.502,144.741,48.375,691.606,4066.143
1019,5949.5,2.569,4.449,2272.584,144.639,48.381,691.534,4036.945
1020,5950,2.589,4.455,2274.368,144.584,48.385,691.512,4020.789
1021,5950.5,2.61,4.461,2276.309,144.526,48.39,691.499,4001.037
1022,5952,2.676,4.481,2283.004,144.337,48.413,691.501,3950.425
1023,5953.5,2.746,4.503,2290.694,144.124,48.45,691.572,3893.265
1024,5955,2.811,4.523,2299.146,143.891,48.491,691.709,3868.205
1025,5956,2.846,4.534,2304.896,143.729,48.513,691.836,3838.704
1026,5960,3.004,4.587,2328.304,143.107,48.443,692.401,3531.007
1027,5962.5,3.144,4.637,2342.86,142.744,48.311,692.717,3415.94
1028,5965.5,3.307,4.699,2359.833,142.189,48.128,693,3413.597
1029,5968,3.429,4.75,2373.991,141.671,48.026,693.23,3478.045
1030,5968.5,3.451,4.76,2376.966,141.569,48.011,693.282,3507.577
1031,5970,3.508,4.788,2386.887,141.255,47.969,693.438,3602.798
1032,5972.5,3.572,4.824,2406.087,140.742,47.909,693.806,3722.369
1033,5975.5,3.596,4.85,2432.35,140.189,47.834,694.497,3852.746
1034,5977.5,3.604,4.866,2452.212,139.98,47.778,695.025,3876.995
1035,5978.5,3.609,4.874,2462.001,139.917,47.735,695.312,3878.98
1036,5979.5,3.611,4.88,2471.445,139.862,47.669,695.611,3892.05
1037,5980,3.61,4.882,2476.023,139.837,47.631,695.76,3899.084
1038,5981,3.6,4.882,2484.848,139.792,47.548,696.054,3897.188
1039,5982.5,3.567,4.877,2497.302,139.735,47.404,696.472,3866.468
1040,5983.5,3.543,4.874,2505.11,139.708,47.297,696.733,3897.796
1041,5985,3.507,4.869,2516.003,139.683,47.119,697.097,4043.854
1042,5985.5,3.495,4.867,2519.403,139.679,47.054,697.21,4116.105
1043,5986.5,3.473,4.864,2525.867,139.674,46.926,697.431,4256.106
1044,5987,3.463,4.863,2528.995,139.673,46.862,697.542,4313.348
1045,5987.5,3.453,4.861,2532.155,139.673,46.797,697.648,4364.218
1046,5988,3.442,4.858,2535.354,139.674,46.733,697.749,4416.287
1047,5991,3.355,4.839,2554.139,139.639,46.343,698.276,4728.783
1048,5993,3.284,4.826,2566.544,139.561,46.098,698.581,4758.724
1049,5995.5,3.204,4.819,2582.49,139.526,45.879,698.932,4704.715
1050,5996.5,3.181,4.819,2589.101,139.53,45.813,699.068,4679.935
1051,5997.5,3.156,4.818,2595.852,139.543,45.757,699.197,4664.77
1052,5998,3.141,4.817,2599.225,139.549,45.732,699.264,4664.274
1053,5998.5,3.125,4.815,2602.59,139.553,45.711,699.336,4665.67
1054,5999,3.108,4.812,2605.958,139.556,45.693,699.414,4668.899
1055,5999.5,3.089,4.81,2609.349,139.558,45.679,699.499,4675.081
1056,6000,3.069,4.806,2612.791,139.559,45.668,699.585,4682.111
1057,6002,2.971,4.792,2627.868,139.547,45.637,699.886,4713.832
1058,6002.5,2.943,4.788,2632.018,139.54,45.628,699.976,4728.933
1059,6004,2.861,4.778,2644.599,139.52,45.591,700.279,4802.035
1060,6005,2.806,4.773,2652.979,139.49,45.56,700.492,4868.244
1061,6006.5,2.721,4.767,2665.023,139.432,45.52,700.777,4959.098
1062,6007,2.692,4.765,2668.7,139.404,45.507,700.837,4984.176
1063,6008,2.635,4.762,2675.19,139.333,45.483,700.872,5029.107
1064,6011,2.491,4.762,2687.762,138.993,45.468,700.356,5107.412
1065,6012,2.459,4.768,2689.797,138.802,45.481,699.921,5085.763
1066,6014,2.405,4.785,2689.773,138.287,45.52,698.625,4969.776
1067,6016.5,2.362,4.813,2685.071,137.359,45.599,696.498,4808.67
1068,6018.5,2.33,4.836,2679.166,136.434,45.676,694.564,4679.468
1069,6019,2.321,4.841,2677.472,136.185,45.703,694.053,4684.494
1070,6019.5,2.313,4.847,2675.692,135.931,45.734,693.532,4700.696
1071,6020,2.305,4.852,2673.826,135.67,45.769,692.991,4722.55
1072,6020.5,2.296,4.858,2671.873,135.406,45.807,692.425,4754.066
1073,6024.5,2.228,4.898,2652.01,133.219,46.156,687.618,5225.06
1074,6026,2.202,4.913,2642.853,132.336,46.308,685.767,5242.329
1075,6027,2.183,4.921,2636.241,131.747,46.414,684.502,5218.017
1076,6027.5,2.173,4.926,2632.804,131.452,46.469,683.863,5205.017
1077,6028.5,2.155,4.935,2625.688,130.863,46.582,682.573,5176.113
1078,6029,2.146,4.94,2622.05,130.569,46.64,681.923,5160.414
1079,6030.5,2.123,4.954,2610.848,129.685,46.822,679.952,5108.702
1080,6031,2.116,4.959,2607.018,129.39,46.885,679.289,5094.468
1081,6031.5,2.108,4.963,2603.14,129.095,46.949,678.622,5080.098
1082,6033,2.087,4.976,2591.219,128.22,47.148,676.601,5060.008
1083,6034,2.073,4.984,2583.031,127.637,47.287,675.239,5081.768
1084,6034.5,2.066,4.988,2578.866,127.343,47.357,674.553,5100.664
1085,6035,2.059,4.992,2574.7,127.049,47.433,673.866,5122.777
1086,6036.5,2.044,5.005,2562.291,126.174,47.692,671.798,5177.089
1087,6038,2.037,5.02,2549.856,125.306,47.965,669.733,5228.391
1088,6039.5,2.041,5.039,2536.433,124.475,48.253,667.64,5284.923
1089,6040.5,2.054,5.052,2526.978,123.928,48.459,666.242,5337.462
1090,6044.5,2.096,5.099,2489.338,121.993,49.468,660.685,5397.459
1091,6045,2.104,5.103,2484.841,121.806,49.607,659.987,5399.376
1092,6049,2.185,5.136,2455.431,120.879,50.676,654.952,5289.93
1093,6049.5,2.196,5.139,2452.627,120.817,50.827,654.445,5239.298
1094,6051,2.227,5.145,2445.477,120.678,51.258,653.085,5134.494
1095,6053.5,2.277,5.154,2437.495,120.602,51.99,651.396,5238.097
1096,6054.5,2.301,5.158,2435.226,120.613,52.265,650.901,5303.744
1097,6056.5,2.348,5.163,2431.655,120.705,52.757,650.117,5430.458
1098,6058,2.383,5.168,2429.716,120.809,53.079,649.662,5516.425
1099,6060,2.403,5.164,2428.795,120.951,53.445,649.207,5560.919
1100,6063,2.392,5.143,2428.442,121.191,53.747,648.916,5438.129
1101,6064,2.388,5.135,2428.442,121.307,53.813,648.84,5454.006
1102,6066,2.386,5.122,2428.635,121.566,53.903,648.697,5491.664
1103,6066.5,2.386,5.119,2428.711,121.632,53.913,648.658,5484.441
1104,6067.5,2.386,5.112,2428.838,121.763,53.898,648.569,5462.75
1105,6071,2.405,5.089,2428.528,122.107,53.524,648.194,5396.731
1106,6074,2.429,5.069,2428.632,121.904,52.647,647.99,5434.476
1107,6075,2.436,5.062,2428.71,121.746,52.263,647.943,5437.589
1108,6075.5,2.438,5.057,2428.754,121.66,52.057,647.923,5434.751
1109,6076,2.439,5.051,2428.801,121.569,51.843,647.903,5425.594
1110,6077,2.438,5.038,2428.905,121.364,51.388,647.868,5396.92
1111,6079,2.428,5.011,2429.192,120.887,50.386,647.852,5308.969
1112,6079.5,2.423,5.003,2429.329,120.762,50.132,647.864,5290.084
1113,6080,2.415,4.995,2429.513,120.635,49.875,647.882,5277.934
1114,6082.5,2.383,4.961,2430.54,119.96,48.56,648.037,5303.578
1115,6084,2.373,4.945,2431.369,119.51,47.782,648.214,5295.29
1116,6085.5,2.375,4.935,2432.62,119.02,47.043,648.449,5227.103
1117,6087,2.392,4.936,2433.957,118.541,46.296,648.687,5188.633
1118,6088,2.418,4.943,2434.617,118.273,45.873,648.839,5197.59
1119,6088.5,2.435,4.947,2434.883,118.146,45.685,648.901,5209.549
1120,6089,2.453,4.952,2435.11,118.025,45.511,648.961,5221.681
1121,6090.5,2.512,4.969,2435.673,117.725,45.038,649.125,5222.59
1122,6091,2.532,4.976,2435.825,117.64,44.894,649.176,5198.847
1123,6091.5,2.553,4.982,2435.96,117.561,44.757,649.224,5169.925
1124,6093,2.619,5.001,2436.257,117.347,44.378,649.348,5142.691
1125,6096,2.751,5.035,2436.198,116.909,43.719,649.513,5234.487
1126,6097,2.794,5.046,2436.126,116.777,43.562,649.554,5275.036
1127,6097.5,2.815,5.052,2436.094,116.719,43.496,649.574,5293.897
1128,6098.5,2.862,5.067,2436.044,116.611,43.385,649.612,5321.534
1129,6099,2.889,5.076,2436.032,116.561,43.336,649.63,5328.512
1130,6100,2.952,5.096,2436.027,116.471,43.246,649.67,5336.115
1131,6100.5,2.986,5.108,2436.023,116.431,43.204,649.692,5342.628
1132,6101,3.022,5.119,2436.017,116.393,43.165,649.716,5357.204
1133,6102,3.095,5.141,2436.004,116.347,43.097,649.765,5419.401
1134,6103,3.168,5.164,2435.991,116.361,43.048,649.815,5550.938
1135,6104,3.24,5.187,2436.002,116.44,43.037,649.866,5669.698
1136,6105,3.311,5.209,2436.092,116.579,43.081,649.923,5702.637
1137,6107,3.449,5.254,2436.814,116.989,43.233,650.071,5623.1
1138,6107.5,3.484,5.265,2437.113,117.105,43.302,650.122,5592.417
1139,6108,3.517,5.276,2437.402,117.224,43.387,650.181,5556.816
1140,6108.5,3.55,5.287,2437.68,117.346,43.482,650.247,5516.48
1141,6109,3.582,5.299,2437.947,117.471,43.589,650.318,5474.503
1142,6112,3.778,5.375,2439.425,118.255,44.432,650.75,5326.203
1143,6112.5,3.807,5.387,2439.697,118.389,44.604,650.825,5326.578
